Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Anti-Overturning Fully Symmetrical Triboelectric Nanogenerator Based on an Elliptic Cylindrical Structure for All-Weather Blue Energy Harvesting","Nano-Micro Letters","","14","1","10.1007/s40820-022-00866-w","Dujuan TanQixuan ZengXue WangSonglei YuanYanlin LuoXiaofang ZhangLiming TanChenguo HuGuanlin Liu","2022","http://link.springer.com/article/10.1007/s40820-022-00866-w","Article"
"Continuous Fabrication of Ti3C2Tx MXene-Based Braided Coaxial Zinc-Ion Hybrid Supercapacitors with Improved Performance","Nano-Micro Letters","","14","1","10.1007/s40820-021-00757-6","Bao ShiLa LiAibing ChenTien-Chien JenXinying LiuGuozhen Shen","2021","http://link.springer.com/article/10.1007/s40820-021-00757-6","Article"
"Photocatalytic H2 Evolution on TiO2 Assembled with Ti3C2 MXene and Metallic 1T-WS2 as Co-catalysts","Nano-Micro Letters","","12","1","10.1007/s40820-019-0339-0","Yujie LiLei DingShujun YinZhangqian LiangYanjun XueXinzhen WangHongzhi CuiJian Tian","2019","http://link.springer.com/article/10.1007/s40820-019-0339-0","Article"
"Phase Regulation and Defect Passivation Enabled by Phosphoryl Chloride Molecules for Efficient Quasi-2D Perovskite Light-Emitting Diodes","Nano-Micro Letters","","15","1","10.1007/s40820-023-01089-3","Mingliang LiYaping ZhaoJia GuoXiangqian QinQin ZhangChengbo TianPeng XuYuqing LiWanjia TianXiaojia ZhengGuichuan XingWen-Hua ZhangZhanhua Wei","2023","http://link.springer.com/article/10.1007/s40820-023-01089-3","Article"
"Engineering HOF-Based Mixed-Matrix Membranes for Efficient CO2 Separation","Nano-Micro Letters","","15","1","10.1007/s40820-023-01020-w","Yuhan WangYanxiong RenYu CaoXu LiangGuangwei HeHanze MaHongliang DongXiao FangFusheng PanZhongyi Jiang","2023","http://link.springer.com/article/10.1007/s40820-023-01020-w","Article"
"3D Carbon Frameworks for Ultrafast Charge/Discharge Rate Supercapacitors with High Energy-Power Density","Nano-Micro Letters","","13","1","10.1007/s40820-020-00535-w","Changyu LengZongbin ZhaoYinzhou SongLulu SunZhuangjun FanYongzhen YangXuguang LiuXuzhen WangJieshan Qiu","2020","http://link.springer.com/article/10.1007/s40820-020-00535-w","Article"
"Electrochemical Lithium Storage Performance of Molten Salt Derived V2SnC MAX Phase","Nano-Micro Letters","","13","1","10.1007/s40820-021-00684-6","Youbing LiGuoliang MaHui ShaoPeng XiaoJun LuJin XuJinrong HouKe ChenXiao ZhangMian LiPer O. Å. PerssonLars HultmanPer EklundShiyu DuZhifang ChaiZhengren Huang","2021","http://link.springer.com/article/10.1007/s40820-021-00684-6","Article"
"Ultra-Stable and Durable Piezoelectric Nanogenerator with All-Weather Service Capability Based on N Doped 4H-SiC Nanohole Arrays","Nano-Micro Letters","","14","1","10.1007/s40820-021-00779-0","Linlin ZhouLaipan ZhuTao YangXinmei HouZhengtao DuSheng CaoHailong WangKuo-Chih ChouZhong Lin Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00779-0","Article"
"Versatile Functionalization of Carbon Nanomaterials by Ferrate(VI)","Nano-Micro Letters","","12","1","10.1007/s40820-019-0353-2","Ying ZhouZhao-Yang ZhangXianhui HuangJiantong LiTao Li","2020","http://link.springer.com/article/10.1007/s40820-019-0353-2","Article"
"Secondary-Atom-Doping Enables Robust Fe–N–C Single-Atom Catalysts with Enhanced Oxygen Reduction Reaction","Nano-Micro Letters","","12","1","10.1007/s40820-020-00502-5","Xin LuoXiaoqian WeiHengjia WangWenling GuTakuma KanekoYusuke YoshidaXiao ZhaoChengzhou Zhu","2020","http://link.springer.com/article/10.1007/s40820-020-00502-5","Article"
"Functional Surfactants for Molecular Fishing, Capsule Creation, and Single-Cell Gene Expression","Nano-Micro Letters","","13","1","10.1007/s40820-021-00663-x","Mohammad Suman ChowdhuryXingcai ZhangLeila AminiPradip DeyAbhishek Kumar SinghAbbas FaghaniMichael Schmueck-HenneresseRainer Haag","2021","http://link.springer.com/article/10.1007/s40820-021-00663-x","Article"
"Wearable Battery-Free Perspiration Analyzing Sites Based on Sweat Flowing on ZnO Nanoarrays","Nano-Micro Letters","","12","1","10.1007/s40820-020-00441-1","Wanglinhan ZhangHongye GuanTianyan ZhongTianming ZhaoLili XingXinyu Xue","2020","http://link.springer.com/article/10.1007/s40820-020-00441-1","Article"
"Self-Modifying Nanointerface Driving Ultrahigh Bidirectional Thermal Conductivity Boron Nitride-Based Composite Flexible Films","Nano-Micro Letters","","15","1","10.1007/s40820-022-00972-9","Taoqing HuangXinyu ZhangTian WangHonggang ZhangYongwei LiHua BaoMin ChenLimin Wu","2022","http://link.springer.com/article/10.1007/s40820-022-00972-9","Article"
"Graphene Bridge Heterostructure Devices for Negative Differential Transconductance Circuit Applications","Nano-Micro Letters","","15","1","10.1007/s40820-022-01001-5","Minjong LeeTae Wook KimChang Yong ParkKimoon LeeTakashi TaniguchiKenji WatanabeMin-gu KimDo Kyung HwangYoung Tack Lee","2022","http://link.springer.com/article/10.1007/s40820-022-01001-5","Article"
"Identification of Dynamic Active Sites Among Cu Species Derived from MOFs@CuPc for Electrocatalytic Nitrate Reduction Reaction to Ammonia","Nano-Micro Letters","","15","1","10.1007/s40820-023-01091-9","Xue-Yang JiKe SunZhi-Kun LiuXinghui LiuWeikang DongXintao ZuoRuiwen ShaoJun Tao","2023","http://link.springer.com/article/10.1007/s40820-023-01091-9","Article"
"Harvesting Environment Mechanical Energy by Direct Current Triboelectric Nanogenerators","Nano-Micro Letters","","15","1","10.1007/s40820-023-01115-4","Chuncai ShanKaixian LiYuntao ChengChenguo Hu","2023","http://link.springer.com/article/10.1007/s40820-023-01115-4","Article"
"Two-Dimensional Tellurium: Progress, Challenges, and Prospects","Nano-Micro Letters","","12","1","10.1007/s40820-020-00427-z","Zhe ShiRui CaoKarim KhanAyesha Khan TareenXiaosong LiuWeiyuan LiangYe ZhangChunyang MaZhinan GuoXiaoling LuoHan Zhang","2020","http://link.springer.com/article/10.1007/s40820-020-00427-z","Article"
"Boosting Pseudocapacitive Behavior of Supercapattery Electrodes by Incorporating a Schottky Junction for Ultrahigh Energy Density","Nano-Micro Letters","","15","1","10.1007/s40820-023-01016-6","Selvaraj SeenivasanKyu In ShimChaesung LimThangavel KavinkumarAmarnath T. SivagurunathanJeong Woo HanDo-Heyoung Kim","2023","http://link.springer.com/article/10.1007/s40820-023-01016-6","Article"
"Newly Design Porous/Sponge Red Phosphorus@Graphene and Highly Conductive Ni2P Electrode for Asymmetric Solid State Supercapacitive Device With Excellent Performance","Nano-Micro Letters","","12","1","10.1007/s40820-019-0360-3","Nazish ParveenMuhammad HilalJeong In Han","2020","http://link.springer.com/article/10.1007/s40820-019-0360-3","Article"
"Construction of Ultrathin Layered MXene-TiN Heterostructure Enabling Favorable Catalytic Ability for High-Areal-Capacity Lithium–Sulfur Batteries","Nano-Micro Letters","","14","1","10.1007/s40820-022-00935-0","Hao WangZhe CuiShu-Ang HeJinqi ZhuWei LuoQian LiuRujia Zou","2022","http://link.springer.com/article/10.1007/s40820-022-00935-0","Article"
"Oxygen-Containing Functional Groups Regulating the Carbon/Electrolyte Interfacial Properties Toward Enhanced K+ Storage","Nano-Micro Letters","","13","1","10.1007/s40820-021-00722-3","Yufan PengZhen ChenRui ZhangWang ZhouPeng GaoJianfang WuHui LiuJilei LiuAiping HuXiaohua Chen","2021","http://link.springer.com/article/10.1007/s40820-021-00722-3","Article"
"Parallel Nanoimprint Forming of One-Dimensional Chiral Semiconductor for Strain-Engineered Optical Properties","Nano-Micro Letters","","12","1","10.1007/s40820-020-00493-3","Yixiu WangShengyu JinQingxiao WangMin WuShukai YaoPeilin LiaoMoon J. KimGary J. ChengWenzhuo Wu","2020","http://link.springer.com/article/10.1007/s40820-020-00493-3","Article"
"Cooperative Chloride Hydrogel Electrolytes Enabling Ultralow-Temperature Aqueous Zinc Ion Batteries by the Hofmeister Effect","Nano-Micro Letters","","14","1","10.1007/s40820-022-00836-2","Changyuan YanYangyang WangXianyu DengYonghang Xu","2022","http://link.springer.com/article/10.1007/s40820-022-00836-2","Article"
"Strongly Coupled 2D Transition Metal Chalcogenide-MXene-Carbonaceous Nanoribbon Heterostructures with Ultrafast Ion Transport for Boosting Sodium/Potassium Ions Storage","Nano-Micro Letters","","13","1","10.1007/s40820-021-00623-5","Junming CaoJunzhi LiDongdong LiZeyu YuanYuming ZhangValerii ShulgaZiqi SunWei Han","2021","http://link.springer.com/article/10.1007/s40820-021-00623-5","Article"
"Low-Temperature Aging Provides 22% Efficient Bromine-Free and Passivation Layer-Free Planar Perovskite Solar Cells","Nano-Micro Letters","","12","1","10.1007/s40820-020-00418-0","Xin WangLuyao WangTong ShanShibing LengHongliang ZhongQinye BaoZheng-Hong LuLin-Long DengChun-Chao Chen","2020","http://link.springer.com/article/10.1007/s40820-020-00418-0","Article"
"Hollow Gradient-Structured Iron-Anchored Carbon Nanospheres for Enhanced Electromagnetic Wave Absorption","Nano-Micro Letters","","15","1","10.1007/s40820-022-00963-w","Cao WuJing WangXiaohang ZhangLixing KangXun CaoYongyi ZhangYutao NiuYingying YuHuili FuZongjie ShenKunjie WuZhenzhong YongJingyun ZouBin WangZhou ChenZhengpeng Yang","2022","http://link.springer.com/article/10.1007/s40820-022-00963-w","Article"
"Biomass-Derived Carbon Heterostructures Enable Environmentally Adaptive Wideband Electromagnetic Wave Absorbers","Nano-Micro Letters","","14","1","10.1007/s40820-021-00750-z","Zhichao LouQiuyi WangUfuoma I. KaraRajdeep S. MamtaniXiaodi ZhouHuiyang BianZhihong YangYanjun LiHualiang LvSolomon AderaXiaoguang Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00750-z","Article"
"Significantly Enhanced Electromagnetic Interference Shielding Performances of Epoxy Nanocomposites with Long-Range Aligned Lamellar Structures","Nano-Micro Letters","","14","1","10.1007/s40820-022-00949-8","Lei WangZhonglei MaHua QiuYali ZhangZe YuJunwei Gu","2022","http://link.springer.com/article/10.1007/s40820-022-00949-8","Article"
"Electrochemical Proton Storage: From Fundamental Understanding to Materials to Devices","Nano-Micro Letters","","14","1","10.1007/s40820-022-00864-y","Tiezhu XuDi WangZhiwei LiZiyang ChenJinhui ZhangTingsong HuXiaogang ZhangLaifa Shen","2022","http://link.springer.com/article/10.1007/s40820-022-00864-y","Article"
"Development of an Ultra-Sensitive and Flexible Piezoresistive Flow Sensor Using Vertical Graphene Nanosheets","Nano-Micro Letters","","12","1","10.1007/s40820-020-00446-w","Sajad Abolpour MoshiziShohreh AzadiAndrew BelfordAmir RazmjouShuying WuZhao Jun HanMohsen Asadnia","2020","http://link.springer.com/article/10.1007/s40820-020-00446-w","Article"
"Partial Atomic Tin Nanocomplex Pillared Few-Layered Ti3C2Tx MXenes for Superior Lithium-Ion Storage","Nano-Micro Letters","","12","1","10.1007/s40820-020-0405-7","Shunlong ZhangHangjun YingBin YuanRenzong HuWei-Qiang Han","2020","http://link.springer.com/article/10.1007/s40820-020-0405-7","Article"
"Two-Terminal Lithium-Mediated Artificial Synapses with Enhanced Weight Modulation for Feasible Hardware Neural Networks","Nano-Micro Letters","","15","1","10.1007/s40820-023-01035-3","Ji Hyun BaekKyung Ju KwakSeung Ju KimJaehyun KimJae Young KimIn Hyuk ImSunyoung LeeKisuk KangHo Won Jang","2023","http://link.springer.com/article/10.1007/s40820-023-01035-3","Article"
"Carbon-Coated Three-Dimensional MXene/Iron Selenide Ball with Core–Shell Structure for High-Performance Potassium-Ion Batteries","Nano-Micro Letters","","14","1","10.1007/s40820-021-00741-0","Su Hyun YangYun Jae LeeHeemin KangSeung-Keun ParkYun Chan Kang","2021","http://link.springer.com/article/10.1007/s40820-021-00741-0","Article"
"Self-Supporting Nanoporous Copper Film with High Porosity and Broadband Light Absorption for Efficient Solar Steam Generation","Nano-Micro Letters","","15","1","10.1007/s40820-023-01063-z","Bin YuYan WangYing ZhangZhonghua Zhang","2023","http://link.springer.com/article/10.1007/s40820-023-01063-z","Article"
"Recent Developments of Transition Metal Compounds-Carbon Hybrid Electrodes for High Energy/Power Supercapacitors","Nano-Micro Letters","","13","1","10.1007/s40820-021-00642-2","Kang RenZheng LiuTong WeiZhuangjun Fan","2021","http://link.springer.com/article/10.1007/s40820-021-00642-2","Article"
"Aqueous Two-Phase Interfacial Assembly of COF Membranes for Water Desalination","Nano-Micro Letters","","14","1","10.1007/s40820-022-00968-5","Hongjian WangJiashuai ZhaoYang LiYu CaoZiting ZhuMeidi WangRunnan ZhangFusheng PanZhongyi Jiang","2022","http://link.springer.com/article/10.1007/s40820-022-00968-5","Article"
"Precise Thermoplastic Processing of Graphene Oxide Layered Solid by Polymer Intercalation","Nano-Micro Letters","","14","1","10.1007/s40820-021-00755-8","Zeshen LiFan GuoKai PangJiahao LinQiang GaoYance ChenDan ChangYa WangSenping LiuYi HanYingjun LiuZhen XuChao Gao","2021","http://link.springer.com/article/10.1007/s40820-021-00755-8","Article"
"Nanoparticle–Cartilage Interaction: Pathology-Based Intra-articular Drug Delivery for Osteoarthritis Therapy","Nano-Micro Letters","","13","1","10.1007/s40820-021-00670-y","Xu LiBingyang DaiJiaxin GuoLizhen ZhengQuanyi GuoJiang PengJiankun XuLing Qin","2021","http://link.springer.com/article/10.1007/s40820-021-00670-y","Article"
"Macroscopic Electromagnetic Cooperative Network-Enhanced MXene/Ni Chains Aerogel-Based Microwave Absorber with Ultra-Low Matching Thickness","Nano-Micro Letters","","14","1","10.1007/s40820-022-00869-7","Fei PanYanping RaoDan BataluLei CaiYanyan DongXiaojie ZhuYuyang ShiZhong ShiYaowen LiuWei Lu","2022","http://link.springer.com/article/10.1007/s40820-022-00869-7","Article"
"Mechanoluminescent-Triboelectric Bimodal Sensors for Self-Powered Sensing and Intelligent Control","Nano-Micro Letters","","15","1","10.1007/s40820-023-01054-0","Bo ZhouJize LiuXin HuangXiaoyan QiuXin YangHong ShaoChangyu TangXinxing Zhang","2023","http://link.springer.com/article/10.1007/s40820-023-01054-0","Article"
"Lead-Free Perovskite Materials for Solar Cells","Nano-Micro Letters","","13","1","10.1007/s40820-020-00578-z","Minghao WangWei WangBen MaWei ShenLihui LiuKun CaoShufen ChenWei Huang","2021","http://link.springer.com/article/10.1007/s40820-020-00578-z","Article"
"Interface Engineering of Fe7S8/FeS2 Heterostructure in situ Encapsulated into Nitrogen-Doped Carbon Nanotubes for High Power Sodium-Ion Batteries","Nano-Micro Letters","","15","1","10.1007/s40820-023-01082-w","Penghao SongJian YangChengyin WangTianyi WangHong GaoGuoxiu WangJiabao Li","2023","http://link.springer.com/article/10.1007/s40820-023-01082-w","Article"
"Regulating the Solvation Structure of Li+ Enables Chemical Prelithiation of Silicon-Based Anodes Toward High-Energy Lithium-Ion Batteries","Nano-Micro Letters","","15","1","10.1007/s40820-023-01068-8","Wenjie HeHai XuZhijie ChenJiang LongJing ZhangJiangmin JiangHui DouXiaogang Zhang","2023","http://link.springer.com/article/10.1007/s40820-023-01068-8","Article"
"An Amorphous Anode for Proton Battery","Nano-Micro Letters","","15","1","10.1007/s40820-022-00987-2","Huan LiuXiang CaiXiaojuan ZhiShuanlong DiBoyin ZhaiHongguan LiShulan WangLi Li","2022","http://link.springer.com/article/10.1007/s40820-022-00987-2","Article"
"“Toolbox” for the Processing of Functional Polymer Composites","Nano-Micro Letters","","14","1","10.1007/s40820-021-00774-5","Yun WeiHongju ZhouHua DengWenjing JiKe TianZhuyu MaKaiyi ZhangQiang Fu","2021","http://link.springer.com/article/10.1007/s40820-021-00774-5","Article"
"Photosensitizer Nanoparticles Boost Photodynamic Therapy for Pancreatic Cancer Treatment","Nano-Micro Letters","","13","1","10.1007/s40820-020-00561-8","Huanyu YangRenfa LiuYunxue XuLinxue QianZhifei Dai","2021","http://link.springer.com/article/10.1007/s40820-020-00561-8","Article"
"Present and Future of Phase-Selectively Disordered Blue TiO2 for Energy and Society Sustainability","Nano-Micro Letters","","13","1","10.1007/s40820-020-00569-0","Yongguang LuoHyoyoung Lee","2021","http://link.springer.com/article/10.1007/s40820-020-00569-0","Article"
"Dendritic Nanostructured Waste Copper Wires for High-Energy Alkaline Battery","Nano-Micro Letters","","12","1","10.1007/s40820-019-0337-2","Nilesh R. ChodankarSu-Hyeon JiYoung-Kyu HanDo-Heyoung Kim","2019","http://link.springer.com/article/10.1007/s40820-019-0337-2","Article"
"Achieving Ultra-Wideband and Elevated Temperature Electromagnetic Wave Absorption via Constructing Lightweight Porous Rigid Structure","Nano-Micro Letters","","14","1","10.1007/s40820-022-00904-7","Zibao JiaoWenjun HuyanFeng YangJunru YaoRuiyang TanPing ChenXuewei TaoZhengjun YaoJintang ZhouPeijiang Liu","2022","http://link.springer.com/article/10.1007/s40820-022-00904-7","Article"
"CRISPR-Cas12a-Empowered Electrochemical Biosensor for Rapid and Ultrasensitive Detection of SARS-CoV-2 Delta Variant","Nano-Micro Letters","","14","1","10.1007/s40820-022-00888-4","Chenshuo WuZhi ChenChaozhou LiYabin HaoYuxuan TangYuxuan YuanLuxiao ChaiTaojian FanJiangtian YuXiaopeng MaOmar A. Al-HartomyS. WagehAbdullah G. Al-SehemiZhiguang LuoYaqing HeJingfeng Li","2022","http://link.springer.com/article/10.1007/s40820-022-00888-4","Article"
